pmid,source,projects_for_source,source_found,source_status,reason,journal_or_container,source_primary_path,article_path,tables_path_or_glob,table_files,title,table_count,coord_table_count,supplement_cue_count,incomplete_cue_count,html_path_count,incomplete_cues,evidence_signals,evidence_snippet
27001826,ace_html,projects/decision_making/v2,True,found,missed_in_main_text,Proceedings of the National Academy of Sciences of the United States of America,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Proceedings of the National Academy of Sciences of the United States of America/27001826.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Proceedings of the National Academy of Sciences of the United States of America/27001826.html,,,Behavioral contagion during learning about another agent’s risk-preferences acts on the neural representation of decision-risk - PMC,15,2,5,0,1,,coord_tables:2|coord_keyword_tables:2|xyz_header_tables:2|max_triplets_in_table:15,"Region Hemi BA x y z t static P value Voxels Risk Caudate (head) Bi 9 20 7 6.26 0.000 189 Caudate (tail) L -27 -37 4 4.21 0.000 94 Expected value Visual cortex Bi 17/18/19 -6 -70 16 7.25 0.000 4,151 PCC/TPJ/IPL Bi 23/39/40 9 -40 37 6.93 0.000 1,487 mPFC Bi 8/910/32 -12 41 40 5.27 0.000 1,491 Insula L 13 -33 11 -8 4.78 0.000 73 Precentral gyrus R 4 "
27007121,ace_html,projects/social/v3-search-all_pmids,True,found,missed_in_main_text,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27007121.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27007121.html,,,Contributions of self-report and performance-based individual differences measures of social cognitive ability to large-scale neural network functioning | SpringerLink,2,1,0,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:0|max_triplets_in_table:12,"Brain Region Peak Voxel Coordinate Cluster Size (k E ) T-score L DLPFC -44, 24, 28 1496 10.47 R Ventral Visual Cortex 40, -76, -8 1784 8.99 Posterior Medial Cerebellum -8, -76, -38 651 8.54 L Ventral Visual Cortex -38, -84, -4 1463 8.32 R DLPFC/AI 46, 32, 18 2152 8.00 Anterior Medial Cerebellum -2, -46, -36 125 6.91 DMPFC/dACC 0, 18, 50 837 6.84 L "
27126701,ace_html,projects/vbm_of_substance_use/v2,True,found,missed_in_main_text,Addiction biology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Addiction biology/27126701.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Addiction biology/27126701.html,,,Prefrontal gray matter volume recovery in treatment-seeking cocaine-addicted individuals: A longitudinal study - PMC,3,1,2,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:1|max_triplets_in_table:19,Anatomical Label Hemisphere BA X Y Z voxels Z-Score Group Main Effect: HC > iCUD ( p FDR < 0.05) Cuneus Left 19 -17 -77 20 2672 5.24 Precuneus Right 40 23 -54 33 3902 4.82 Group Main Effect: iCUD > HC ( p FDR < 0.05) Supplementary motor Right 6 36 -11 68 771 5.66 Medial Superior Frontal Left 8 2 36 45 908 5.46 Parietal/Occipital Right 7 30 -57 54 2
27165762,ace_html,projects/social/v3-search-all_pmids,True,found,supplement_only_or_referenced,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27165762.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27165762.html,,,Distinct neural patterns of social cognition for cooperation versus competition - ScienceDirect,0,0,8,0,1,,supplement_cue:Appendix|supplement_cue:Supplementary|supplement_cue:Table S1|supplement_cue:Table S2|supplement_cue:Table S3,lights Abstract Abbreviations Keywords Introduction Materials and methods Results Discussion Conclusion Acknowledgments Appendix A. Supplementary References Show full outline Figures (8) Show all figures Tables (8) Table S1 Table S2 Table S3 Table
27217118,ace_html,projects/social/v3-search-all_pmids,True,found,missed_in_main_text,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27217118.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27217118.html,,,Neural dissociations between meaningful and mere inconsistency in impression updating | Social Cognitive and Affective Neuroscience | Oxford Academic,8,8,6,0,1,,coord_tables:8|coord_keyword_tables:8|xyz_header_tables:8|max_triplets_in_table:20,"Region Hemi x y z No. of Voxels A. Positive-to-negative > merely inconsistent and control > negative-to-positive. IFG L -56 20 18 123 vlPFC L -47 23 -7 37 mFG L -41 -2 51 56 ATL L -41 8 -31 25 Anterior temporal pole L -53 14 -10 21 dmPFC - -5 59 30 20 b. Positive-to-negative, negative-to-positive, merely inconsistent > control pSTS/TPJ L -59 -53 12"
27266443,pubget,projects/social/v3-search-all_pmids,True,found,supplement_only_or_referenced,pubget_data,/home/zorro/repos/autonima-results/projects/social/v3-search-all_pmids/retrieval/pubget_data/articles/0b7/pmcid_4954868/article.xml,/home/zorro/repos/autonima-results/projects/social/v3-search-all_pmids/retrieval/pubget_data/articles/0b7/pmcid_4954868/article.xml,/home/zorro/repos/autonima-results/projects/social/v3-search-all_pmids/retrieval/pubget_data/articles/0b7/pmcid_4954868/tables/tables.xml,/home/zorro/repos/autonima-results/projects/social/v3-search-all_pmids/retrieval/pubget_data/articles/0b7/pmcid_4954868/tables/tables.xml,Mindfulness training increases cooperative decision making in economic exchanges: Evidence from fMRI,0,0,4,0,0,,supplement_cue:supplement|supplement_cue:Table S2|supplement_cue:Table S1|supplement_cue:supplementary,a><meta-name>pmc-prop-has-pdf</meta-name><meta-value>yes</meta-value></custom-meta><custom-meta><meta-name>pmc-prop-has-supplement</meta-name><meta-value>yes</meta-value></custom-meta><custom-meta><meta-name>pmc-prop-pdf-only</meta-name><meta-value>n
27319001,ace_html,projects/social/v3-search-all_pmids,True,found,missed_in_main_text,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27319001.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27319001.html,,,Contextual exclusion processing: an fMRI study of rejection in a performance-related context | SpringerLink,2,2,1,0,1,,coord_tables:2|coord_keyword_tables:0|xyz_header_tables:2|max_triplets_in_table:55,"Region x y z t k FG EX > FG IN R Postcentral Gyrus 44 -32 64 8.62 996 vmPFC (vACC, OFC) 0 40 -8 6.05 396 Rolandic Operculum 38 -16 18 9.12 337 L ParaHippocampal Gyrus -22 -32 -14 6.38 170 L Angular Gyrus -44 -74 44 6.22 136 L Superior Occipital Gyrus -12 -102 18 5.93 104 L Middle Temporal Gyrus -60 -4 -22 5.98 70 L IFG (pars Triangularis) -58 30 6 "
27458363,ace_html,projects/social/v3-search-all_pmids,True,found,tables_present_no_coordinate_content,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27458363.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27458363.html,,,Introduction,1,0,0,0,1,,table_count:1|no_coord_table_detected,Introduction Front. Hum. Neurosci. Frontiers in Human Neuroscience Front. Hum. Neurosci. 1662-5161 Frontiers Media S.A. 10.3389/fnhum.2016.00345 Neuroscience Original Research Neural Correlates of the Appraisal of Attachment Scenes in Healthy Controls and Social Cognition—An fMRI Study Labek Karin 1 * Viviani Roberto 1 2 Gizewski Elke R. 3 4 Verius
27496338,ace_html,projects/social/v3-search-all_pmids,True,found,missed_in_main_text,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27496338.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27496338.html,,,Neural correlates of naturalistic social cognition: brain-behavior relationships in healthy adults | Social Cognitive and Affective Neuroscience | Oxford Academic,4,4,0,0,1,,coord_tables:4|coord_keyword_tables:4|xyz_header_tables:4|max_triplets_in_table:63,Cluster P(FWE) Cluster size (number of voxels) Peak Z x y z Region R/L Main effect of condition Social > Non-social scenes 4676 Inf 52 -70 4 Middle Temporal Gyrus R Inf 46 -60 16 Middle Temporal Gyrus (extending to the TPJ) R Inf 46 -74 0 Middle Occipital Gyrus R 2417 Inf -50 -74 10 Middle Occipital Gyrus L Inf -42 -54 -18 Fusiform Gyrus L Inf -54 
27510495,ace_html,projects/social/v3-search-all_pmids,True,found,missed_in_main_text,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27510495.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27510495.html,,,Intrinsic functional connectivity underlying successful emotion regulation of angry faces | Social Cognitive and Affective Neuroscience | Oxford Academic,16,12,8,0,1,,coord_tables:12|coord_keyword_tables:4|xyz_header_tables:12|max_triplets_in_table:35,Brain region Hemisphere x y z T k Observe-angry > Increase + Decrease (yellow - red) Postcentral gyrus (BA 2) RH 62 -22 30 6.65 921 IFG (BA 9) RH 58 5 26 5.21 LM Postcentral gyrus (BA 2) LH -49 -29 36 6.42 5135 Precentral gyrus (BA 6) LH -29 -12 56 6.28 LM Postcentral gyrus (BA 3) LH -41 -19 55 6.10 LM Precentral gyrus (BA 6) LH -57 -2 33 5.73 LM A
27528669,ace_html,projects/social/v3-search-all_pmids,True,found,tables_linked_not_fetched,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27528669.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27528669.html,,,Neurocomputational mechanisms of prosocial learning and links to empathy | PNAS,0,0,6,0,1,,table_expansion_links:0|table_external_links:5|table_placeholders:0|example_link:/highwire/markup/526177/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,iatum response. All images displayed at P < 0.001 uncorrected. Peak voxels all survive P < 0.05 FWE-SVC (see Fig. S3 ). View this table: View inline View popup Table S1. Main effects for chosen value and reward prediction error across conditions and indiv
27576746,ace_html,projects/social/v3-search-all_pmids,True,found,missed_in_main_text,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27576746.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27576746.html,,,When BOLD is thicker than water: processing social information about kin and friends at different levels of the social network | Social Cognitive and Affective Neuroscience | Oxford Academic,8,8,0,0,1,,coord_tables:8|coord_keyword_tables:8|xyz_header_tables:8|max_triplets_in_table:14,Cluster index Cluster size Max z value P (corrected) MNI local maxima x y z Bilateral posterior cingulate cortex 2512 <0.0001 Left posterior cingulate 4.74 -6 -56 6 Left posterior cingulate 4.66 -14 -48 8 Left posterior cingulate 4.61 -8 -56 10 Right posterior cingulate 4.38 10 -54 26 Right posterior cingulate 4.38 18 -48 8 Bilateral ventral medial
27591399,elsevier_output,projects/decision_making/v2,True,found,tables_present_no_coordinate_content,elsevier_output,/home/zorro/repos/autonima-results/articles/elsevier_output/27591399/article.xml,/home/zorro/repos/autonima-results/articles/elsevier_output/27591399/article.xml,/home/zorro/repos/autonima-results/articles/elsevier_output/27591399/tables/*.csv,/home/zorro/repos/autonima-results/articles/elsevier_output/27591399/tables/01_tbl0005.csv,Risky decision-making in adolescent girls: The role of pubertal hormones and reward circuitry,1,0,6,0,0,,table_count:1|coord_keywords:0|triplets:0|no_coord_table_detected,"<full-text-retrieval-response xmlns=""http://www.elsevier.com/xml/svapi/article/dtd"" xmlns:bk=""http://www.elsevier.com/xml/bk/dtd"" xmlns:cals=""http://www.elsevier.com/xml/common/cals/dtd"" xmlns:ce=""http://www.elsevier.com/xml/common/dtd"" xmlns:ja=""http://www.elsevier.com/xml/ja/dtd"" xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:sa=""http://www"
27620345,ace_html,projects/decision_making/v2,True,found,missed_in_main_text,Drug and alcohol dependence,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Drug and alcohol dependence/27620345.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Drug and alcohol dependence/27620345.html,,,A preliminary study of longitudinal neuroadaptation associated with recovery from addiction - PMC,7,2,3,0,1,,coord_tables:2|coord_keyword_tables:2|xyz_header_tables:2|max_triplets_in_table:11,Increased Parametrically-Modulated Signal at FU Relative to BL Peak MNI Coordinates Contrast Region Cluster Size x y z z -value Corrected p -value FU > BL Longitudinal Contrasts ( p < 0.05) Inflate*p(Explode) n/a - - - - - - Redeem*p(Explode) L Dorsal Premotor Cortex (BA 6) 55 -48 -4 42 3.94 0.041 Explode*p(Explode) n/a - - - - - - Success*p(Explod
27623361,ace_html,projects/decision_making/v2,True,found,missed_in_main_text,Manual,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Manual/27623361.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Manual/27623361.html,,,Ambiguity aversion in schizophrenia: An fMRI study of decision-making under risk and ambiguity - ScienceDirect,3,1,7,0,1,,coord_tables:1|coord_keyword_tables:2|xyz_header_tables:2|max_triplets_in_table:11,"Brain region H Cluster (voxels) T Coordinates (x, y, z) Ambiguity > risk Precuneus, inferior parietal lobule, superior parietal lobule, supramarginal gyrus, angular gyrus, middle temporal gyrus, occipital lobe L/R 6518 ⁎ 5.67 34, - 58, 40; 22, - 68, 50; 28, - 72, 44 IFG/MFG/SFG R 1506 ⁎ 4.70 34, 4, 66; 32, 14, 64; 46, 22, 40 MFG/SFG L 313 † 4.20 - "
27798249,ace_html,projects/social/v3-search-all_pmids,True,found,missed_in_main_text,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27798249.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27798249.html,,,Increased neural responses to empathy for pain might explain how acute stress increases prosociality | Social Cognitive and Affective Neuroscience | Oxford Academic,4,4,3,0,1,,coord_tables:4|coord_keyword_tables:4|xyz_header_tables:4|max_triplets_in_table:17,Area Peak MNI coordinates x y z t value P value (corrected) a (INJECTION > QTIP): STRESS > CONTROL ∩ (BIOPSY > QTIP): STRESS > CONTROL L occipital cortex -2 -88 -8 7.52 <0.011 L caudate nucleus -6 4 -2 6.34 0.002 R operculum parietale (OP4) 56 -12 12 6.31 0.002 R inferior frontal gyrus 50 4 16 5.98 0.006 L cerebellum -14 -62 -28 5.97 0.006 L inferi
27803286,ace_html,projects/social/v3-search-all_pmids,True,found,tables_present_no_coordinate_content,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27803286.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/27803286.html,,,neural basis of understanding the expression of the emotions in man and animals | Social Cognitive and Affective Neuroscience | Oxford Academic,20,0,5,0,1,,table_count:20|no_coord_table_detected,neural basis of understanding the expression of the emotions in man and animals | Social Cognitive and Affective Neuroscience | Oxford Academic neural basis of understanding the expression of the emotions in man and animals | Social Cognitive and Affective Neuroscience | Oxford Academic Skip to Main Content Search Account Menu Menu University of Te
27856343,ace_html,projects/social/v3-search-all_pmids,True,found,unknown,Manual,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Manual/27856343.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Manual/27856343.html,,,Brain response to masked and unmasked facial emotions as a function of implicit and explicit personality self-concept of extraversion - ScienceDirect,0,0,0,0,1,,no_coord_table_detected|no_supplement_cues_detected,Brain response to masked and unmasked facial emotions as a function of implicit and explicit personality self-concept of extraversion - ScienceDirect Brain response to masked and unmasked facial emotions as a function of implicit and explicit personality self-concept of extraversion - ScienceDirect Skip to main content Skip to article ScienceDirect
27989774,ace_html,projects/decision_making/v2,True,found,missed_in_main_text,NeuroImage,/home/zorro/repos/autonima-results/articles/ace_outputs/html/NeuroImage/27989774.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/NeuroImage/27989774.html,,,Failure to Retreat: Blunted sensitivity to negative feedback supports risky behavior in adolescents - PMC,3,3,1,0,1,,coord_tables:3|coord_keyword_tables:0|xyz_header_tables:3|max_triplets_in_table:54,Anatomical Region +/- BA x y z t k Pumps After Positive Feedback dACC + 24/32 -6 20 31 7.26 1074 Motor Cortex + 4 -6 -4 73 5.88 L Postcentral Gyrus + 1/2 -66 -22 22 6.34 1797 L Insula + -45 11 -5 5.98 L Amygdala + -21 -4 -11 5.72 L VS + -21 14 -5 3.83 R Insula + 54 11 -2 5.71 838 R VS + 21 11 -2 4.67 L DLPFC + 9/46 -36 41 28 5.26 315 R DLPFC + 9/46
28008075,ace_html,projects/social/v3-search-all_pmids,True,found,supplement_only_or_referenced,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/28008075.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/28008075.html,,,Deciphering human motion to discriminate social interactions: a developmental neuroimaging study | Social Cognitive and Affective Neuroscience | Oxford Academic,0,0,1,0,1,,supplement_cue:Supplementary,Article Contents Abstract Introduction Materials and methods Results Discussion Conclusions Acknowledgements References Supplementary data < Previous Next > Article Navigation Deciphering human motion to discriminate social interactions: a developmental
28017966,pubget,projects/cue_reactivity/v5,True,found,tables_present_no_coordinate_content,pubget_data,/home/zorro/repos/autonima-results/projects/cue_reactivity/v5/retrieval/pubget_data/articles/3a9/pmcid_5340581/article.xml,/home/zorro/repos/autonima-results/projects/cue_reactivity/v5/retrieval/pubget_data/articles/3a9/pmcid_5340581/article.xml,/home/zorro/repos/autonima-results/projects/cue_reactivity/v5/retrieval/pubget_data/articles/3a9/pmcid_5340581/tables/tables.xml,/home/zorro/repos/autonima-results/projects/cue_reactivity/v5/retrieval/pubget_data/articles/3a9/pmcid_5340581/tables/tables.xml,Obese individuals with more components of the metabolic syndrome and/or prediabetes demonstrate decreased activation of reward-related brain centers in response to food cues in both the fed and fasting states: A preliminary fMRI study,1,0,4,0,0,,table_count:1|coord_keywords:0|triplets:0|no_coord_table_detected,PMC5340581 PMC5340581.1 5340581 5340581 NIHMS8300
28129057,ace_html,projects/decision_making/v2,True,found,missed_in_main_text,Journal of cognitive neuroscience,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Journal of cognitive neuroscience/28129057.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Journal of cognitive neuroscience/28129057.html,,,Adaptive Adolescent Flexibility: Neurodevelopment of Decision-making and Learning in a Risky Context - PMC,5,2,0,0,1,,coord_tables:2|coord_keyword_tables:0|xyz_header_tables:2|max_triplets_in_table:53,Anatomical Region +/- BA x y z t k Main Effect Risk L insula + -30 20 7 8.82 479 R insula + 33 23 7 5.94 219 ACC + 24/32 3 26 31 8.00 710 L MFG + 9 -33 53 25 5.06 120 R MFG + 9/46 36 44 34 4.86 53 L postcentral gyru; + - 63 - 22 25 6.15 258 L IFG (pars triangularis) - 45 -36 11 28 -5.67 171 R IFG (pars triangularis) - 45 48 29 22 -4.38 155 PCC - 23
28131889,elsevier_output,projects/decision_making/v2,True,found,missed_in_main_text,elsevier_output,/home/zorro/repos/autonima-results/articles/elsevier_output/28131889/article.xml,/home/zorro/repos/autonima-results/articles/elsevier_output/28131889/article.xml,/home/zorro/repos/autonima-results/articles/elsevier_output/28131889/tables/*.csv,/home/zorro/repos/autonima-results/articles/elsevier_output/28131889/tables/01_t0005.csv|/home/zorro/repos/autonima-results/articles/elsevier_output/28131889/tables/02_t0010.csv|/home/zorro/repos/autonima-results/articles/elsevier_output/28131889/tables/03_t0015.csv,"A neural network that links brain function, white-matter structure and risky behavior",3,1,0,0,0,,table_count:3|coord_tables:1|coord_keywords:8|triplets:23|xyz_markers:0,"Brain region,Cluster size (voxels),Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0 Brain region,Cluster size (voxels),xb,y,z,Z statistic Cluster #1,1171.0,,,, Anterior Cingulate Cortex,,-2,30,20.0,3.92 Cluster #2,779.0,,,, Insula cortex (R),,32,26,4.0,3.72 Inferior frontal gyrus (R),,38,30,23.0,3.51 Middle frontal gyrus"
28150390,ace_html,projects/vbm_of_substance_use/v2,True,found,missed_in_main_text,Addiction biology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Addiction biology/28150390.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Addiction biology/28150390.html,,,Gray-matter relationships to diagnostic and transdiagnostic features of drug and behavioral addictions - PMC,3,2,5,0,1,,coord_tables:2|coord_keyword_tables:0|xyz_header_tables:2|max_triplets_in_table:8,"Main Effect of Diagnostic Group (ANOVA) BA k F-value x y z Medial Frontal Gyrus / anterior cingulate / middle frontal gyrus / superior frontal gyrus cingulum / dlPFC / OFC / vmPFC / premotor cortex 9, 10, 32 4520 8.32 18 48 -10 Between-Group Comparisons (t-tests) Gambling Disorder > Cocaine-Use Disorder BA k t-value x y z Anterior Cingulate / media"
28242678,ace_html,projects/social/v3-search-all_pmids,True,found,tables_linked_not_fetched,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/28242678.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/28242678.html,,,A neural model of valuation and information virality | PNAS,0,0,6,0,1,,table_expansion_links:0|table_external_links:5|table_placeholders:0|example_link:/highwire/markup/11567/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,neural activity as a proxy for each of the three psychological processes central to value-based virality ( Table S1 ). View this table: View inline View popup Table S1. ROIs in study 1 and study 2 Information-Sharing Value Neuroscientists have identified
28250149,ace_html,projects/decision_making/v2,True,found,missed_in_main_text,Journal of neurophysiology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Journal of neurophysiology/28250149.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Journal of neurophysiology/28250149.html,,,Perceptual and categorical decision making: goal-relevant representation of two domains at different levels of abstraction - PMC,7,5,1,0,1,,coord_tables:5|coord_keyword_tables:5|xyz_header_tables:5|max_triplets_in_table:25,Area Hemi Coordinates t Score x y z Negative parametric effect mIPS L -18 -72 54 -7.94 aIPS R 39 -42 45 -7.94 mIPS R 24 -69 57 -7.42 MOG R 36 -75 33 -7.40 aIPS L -36 -45 42 -7.39 IFS R 54 6 33 -7.33 SMA L -3 18 45 -6.77 FEF R 30 -6 51 -6.71 mIPS L -27 -81 33 -6.46 aINS L -30 24 3 -6.45 IFS L -48 6 30 -6.33 FEF L -24 -9 48 -6.23 Thalamus L -9 -18 12
28287194,ace_html,projects/vbm_of_ptsd/v1,True,found,tables_present_no_coordinate_content,manual,/home/zorro/repos/autonima-results/articles/ace_outputs/html/manual/28287194.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/manual/28287194.html,,,Morphovolumetric changes after EMDR treatment in drug-naïve PTSD patients | Rivista di Psichiatria,3,0,1,0,1,,table_count:3|no_coord_table_detected,Morphovolumetric changes after EMDR treatment in drug-naïve PTSD patients | Rivista di Psichiatria Morphovolumetric changes after EMDR treatment in drug-naïve PTSD patients | Rivista di Psichiatria Toggle navigation Rivista di Psichiatria Presentazione Comitato Scientifico Norme Editoriali Archivio Abbonati Newsletter Login Area Abbonati Login Pass
28338962,ace_html,projects/social/v3-search-all_pmids,True,found,missed_in_main_text,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/28338962.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/28338962.html,,,Higher order intentionality tasks are cognitively more demanding | Social Cognitive and Affective Neuroscience | Oxford Academic,4,4,2,0,1,,coord_tables:4|coord_keyword_tables:0|xyz_header_tables:4|max_triplets_in_table:43,"A) Mentalising > Factual memory (not parametric) k equivZ x,y,z (mm) 874 6.9 28 -84 -42 Posterior cerebellum 1352 7.6 -52 -58 26 TPJ (superior temporal gyrus/supramarginal gyrus) 2093 5.5 -8 50 34 Dorsomedial prefrontal cortex 461 5.2 46 8 -30 TP (middle temporal gyrus) 302 5.1 -46 8 -44 TP (middle temporal gyrus) 221 4.6 18 -42 76 Postcentral gyru"
28351544,elsevier_output,projects/cue_reactivity/v5,True,found,tables_present_no_coordinate_content,elsevier_output,/home/zorro/repos/autonima-results/articles/elsevier_output/28351544/article.xml,/home/zorro/repos/autonima-results/articles/elsevier_output/28351544/article.xml,/home/zorro/repos/autonima-results/articles/elsevier_output/28351544/tables/*.csv,/home/zorro/repos/autonima-results/articles/elsevier_output/28351544/tables/01_t0005.csv|/home/zorro/repos/autonima-results/articles/elsevier_output/28351544/tables/02_t0010.csv,Comparing the effect of clozapine and risperidone on cue reactivity in male patients with schizophrenia and a cannabis use disorder: A randomized fMRI study,2,0,0,0,0,,table_count:2|coord_keywords:0|triplets:31|no_coord_table_detected,"<full-text-retrieval-response xmlns=""http://www.elsevier.com/xml/svapi/article/dtd"" xmlns:bk=""http://www.elsevier.com/xml/bk/dtd"" xmlns:cals=""http://www.elsevier.com/xml/common/cals/dtd"" xmlns:ce=""http://www.elsevier.com/xml/common/dtd"" xmlns:ja=""http://www.elsevier.com/xml/ja/dtd"" xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:sa=""http://www"
28429160,ace_html,projects/decision_making/v2,True,found,missed_in_main_text,Brain imaging and behavior,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Brain imaging and behavior/28429160.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Brain imaging and behavior/28429160.html,,,Neural Mechanisms of Risky Decision Making in Adolescents Reporting Frequent Alcohol and/or Marijuana Use - PMC,3,2,3,0,1,,coord_tables:2|coord_keyword_tables:2|xyz_header_tables:2|max_triplets_in_table:37,Contrast Region Voxels Max Z X Y Z Mean Risk > Mean Control DACC/RACC/DMPFC/Pre/Post-central gyrus 9223 12.3 -6 6 50 Brainstem/Thalamus/Striatum/R Insula 3242 11.5 8 -26 -12 L STG/ Posterior insula 1246 10.7 -38 -32 12 R STG/ Posterior insula 865 8.85 44 -22 6 R Occipital pole 658 6.07 14 -100 6 R anterior insula 500 9.37 32 22 6 L anterior insula 
28801730,ace_html,projects/cue_reactivity/v5,True,found,tables_present_no_coordinate_content,Brain imaging and behavior,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Brain imaging and behavior/28801730.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Brain imaging and behavior/28801730.html,,,Prospective Changes in Neural Alcohol Cue Reactivity in At-Risk Adolescents - PMC,2,0,0,0,1,,table_count:2|no_coord_table_detected,Prospective Changes in Neural Alcohol Cue Reactivity in At-Risk Adolescents - PMC Prospective Changes in Neural Alcohol Cue Reactivity in At-Risk Adolescents - PMC Skip to main content An official website of the United States government Here's how you know Here's how you know Official websites use .gov A .gov website belongs to an official governme
28960762,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,Human brain mapping,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Human brain mapping/28960762.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Human brain mapping/28960762.html,,,White matter integrity of central executive network correlates with enhanced brain reactivity to smoking cues - PMC,3,2,0,0,1,,coord_tables:2|coord_keyword_tables:2|xyz_header_tables:2|max_triplets_in_table:89,"Region Peak location Peak T value Brodmann area Cluster size (mm 3 ) X Y Z L Middle Frontal Gyrus -28 -7 45 3.97 6/9/10 1,864 R Middle Frontal Gyrus 26 -7 46 3.81 6/8/9/10/11 2,128 L Medial Frontal Gyrus -10 63 12 3.43 9/10/32 176 R Medial Frontal Gyrus 8 40 -7 3.24 8/9/10/32 784 L Orbital Frontal Gyrus -4 48 -12 2.99 11 72 R Orbital Frontal Gyrus "
29065207,ace_html,projects/vbm_of_substance_use/v2,True,found,missed_in_main_text,Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco/29065207.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco/29065207.html,,,Cerebellar Gray Matter Reductions Associate With Decreased Functional Connectivity in Nicotine-Dependent Individuals - PMC,3,2,1,0,1,,coord_tables:2|coord_keyword_tables:2|xyz_header_tables:1|max_triplets_in_table:11,Location L/R Cluster Size MNI Coordinate T value x y z smoker < nonsmoker Cerebellum_Crus I L 128 -45 -56 -33 5.174 Cerebellum_Crus I R 31 18 -76 -34 4.637 Cerebellum_Crus I R 47 37 -72 -30 5.099
